"","x"
"549","yhbW"
"550","argG"
"551","secG"
"552","glmM"
"553","murA"
"554","yrbL"
"555","elbB"
"556","mdh"
"557","yhcO"
"558","yrdF"
"559","panF"
"560","prmA"
"561","yhdW"
"562","yhdX"
"563","mscL"
"564","rplP"
"565","bfr"
"566","slyD"
"567","pabA"
"568","fic"
"569","yhfG"
"570","pck"
"571","glpD"
"572","gntU"
"573","yhhX"
"574","ggt"
"575","yhhA"
"576","ugpQ"
"577","ugpC"
"578","ugpA"
"579","ugpB"
"580","dcrB"
"581","yhhT"
"582","yhhJ"
"583","rbbA"
"584","yhiI"
"585","uspB"
"586","prlC"
"587","dctR"
"588","yhiD"
"589","hdeB"
"590","hdeA"
"591","hdeD"
"592","gadE"
"593","mdtE"
"594","gadW"
"595","gadX"
"596","gadA"
"597","treF"
"598","yhjD"
"599","yhjG"
"600","yhjH"
"601","yhjJ"
"602","bcsC"
"603","bcsQ"
"604","yhjR"
"605","bcsE"
"606","bcsF"
"607","bcsG"
"608","dppF"
"609","dppD"
"610","dppC"
"611","dppB"
"612","dppA"
"613","yhjY"
"614","yiaF"
"615","yiaG"
"616","ysaB"
"617","aldB"
"618","yibF"
"619","yibH"
"620","yibI"
"621","lldP"
"622","tdh"
"623","rpmG"
"624","yicR"
"625","yicS"
"626","yidH"
"627","yidI"
"628","dgoD"
"629","yidB"
"630","atpA"
"631","atpH"
"632","atpF"
"633","atpE"
"634","atpB"
"635","mnmG"
"636","viaA"
"637","rbsA"
"638","ppiC"
"639","wecG"
"640","metE"
"641","ysgA"
"642","ubiE"
"643","ubiD"
"644","yiiM"
"645","yiiQ"
"646","yiiS"
"647","glpK"
"648","glpF"
"649","zapB"
"650","katG"
"651","gldA"
"652","argB"
"653","argH"
"654","fabR"
"655","btuB"
"656","murI"
"657","coaA"
"658","nudC"
"659","nfi"
"660","hupA"
"661","yjaH"
"662","purD"
"663","aceK"
"664","yjbB"
"665","yjbH"
"666","psiE"
"667","malG"
"668","lexA"
"669","dinF"
"670","yjbJ"
"671","dusA"
"672","qorA"
"673","alr"
"674","yjbR"
"675","uvrA"
"676","yjcC"
"677","actP"
"678","nrfA"
"679","yjcO"
"680","yjcS"
"681","phnP"
"682","phnO"
"683","phnN"
"684","phnL"
"685","yjdN"
"686","basS"
"687","basR"
"688","eptA"
"689","dcuR"
"690","dcuS"
"691","yjdI"
"692","yjdJ"
"693","yjdC"
"694","cutA"
"695","yjeI"
"696","ecnB"
"697","blc"
"698","orn"
"699","nnr"
"700","tsaE"
"701","amiB"
"702","aidB"
"703","yjfY"
"704","fklB"
"705","cysQ"
"706","ytfK"
"707","ytfQ"
"708","ytfR"
"709","ytfT"
"710","yjfF"
"711","mpl"
"712","pmbA"
"713","yjgH"
"714","yjgR"
"715","ahr"
"716","sgcB"
"717","nanS"
"718","nanM"
"719","fimC"
"720","fimD"
"721","hypT"
"722","iadA"
"723","yjiL"
"724","yjiM"
"725","yjiN"
"726","mdtM"
"727","mcrC"
"728","mcrB"
"729","opgB"
"730","osmY"
"731","ytjA"
"732","yjjU"
"733","yjjV"
"734","deoA"
"735","deoB"
"736","nadR"
"737","slt"
"738","yjjX"
"739","ytjC"
"740","arcA"
