"","x"
"583","Tb927.11.9310"
"584","Tb927.11.9310"
"585","Tb927.11.9610"
"586","Tb927.11.9610"
"587","Tb927.11.9610"
"588","Tb927.11.9610"
"589","Tb927.11.9640"
"590","Tb927.11.9640"
"591","Tb927.11.9640"
"592","Tb927.11.9640"
"593","Tb927.2.1330"
"594","Tb927.2.1330"
"595","Tb927.2.1330"
"596","Tb927.2.1330"
"597","Tb927.2.1380"
"598","Tb927.2.1380"
"599","Tb927.2.1380"
"600","Tb927.2.1380"
"601","Tb927.2.2060"
"602","Tb927.2.2060"
"603","Tb927.2.2060"
"604","Tb927.2.2060"
"605","Tb927.2.2230"
"606","Tb927.2.2230"
"607","Tb927.2.2230"
"608","Tb927.2.2230"
"609","Tb927.2.2950"
"610","Tb927.2.2950"
"611","Tb927.2.2950"
"612","Tb927.2.2950"
"613","Tb927.2.2970"
"614","Tb927.2.2970"
"615","Tb927.2.2970"
"616","Tb927.2.2970"
"617","Tb927.2.3780"
"618","Tb927.2.3780"
"619","Tb927.2.3780"
"620","Tb927.2.3780"
"621","Tb927.2.4000"
"622","Tb927.2.4000"
"623","Tb927.2.4000"
"624","Tb927.2.4000"
"625","Tb927.2.450"
"626","Tb927.2.450"
"627","Tb927.2.450"
"628","Tb927.2.450"
"629","Tb927.2.4550"
"630","Tb927.2.4550"
"631","Tb927.2.4550"
"632","Tb927.2.4550"
"633","Tb927.2.470"
"634","Tb927.2.470"
"635","Tb927.2.470"
"636","Tb927.2.470"
"637","Tb927.2.4720"
"638","Tb927.2.4720"
"639","Tb927.2.4720"
"640","Tb927.2.4720"
"641","Tb927.2.5000"
"642","Tb927.2.5000"
"643","Tb927.2.5000"
"644","Tb927.2.5000"
"645","Tb927.2.510"
"646","Tb927.2.510"
"647","Tb927.2.510"
"648","Tb927.2.510"
"649","Tb927.2.5160"
"650","Tb927.2.5160"
"651","Tb927.2.5160"
"652","Tb927.2.5160"
"653","Tb927.2.560"
"654","Tb927.2.560"
"655","Tb927.2.560"
"656","Tb927.2.560"
"657","Tb927.3.1350"
"658","Tb927.3.1350"
"659","Tb927.3.1350"
"660","Tb927.3.1350"
"661","Tb927.3.2680"
"662","Tb927.3.2680"
"663","Tb927.3.2680"
"664","Tb927.3.2680"
"665","Tb927.3.2750"
"666","Tb927.3.2750"
"667","Tb927.3.2750"
"668","Tb927.3.2750"
"669","Tb927.3.2830"
"670","Tb927.3.2830"
"671","Tb927.3.2830"
"672","Tb927.3.2830"
"673","Tb927.3.2900"
"674","Tb927.3.2900"
"675","Tb927.3.2900"
"676","Tb927.3.2900"
"677","Tb927.3.3030"
"678","Tb927.3.3030"
"679","Tb927.3.3030"
"680","Tb927.3.3030"
"681","Tb927.3.3510"
"682","Tb927.3.3510"
"683","Tb927.3.3510"
"684","Tb927.3.3510"
"685","Tb927.3.3590"
"686","Tb927.3.3590"
"687","Tb927.3.3590"
"688","Tb927.3.3590"
"689","Tb927.3.3970"
"690","Tb927.3.3970"
"691","Tb927.3.3970"
"692","Tb927.3.3970"
"693","Tb927.3.5340"
"694","Tb927.3.5340"
"695","Tb927.3.5340"
"696","Tb927.3.5340"
"697","Tb927.3.5790"
"698","Tb927.3.5790"
"699","Tb927.3.5790"
"700","Tb927.3.5790"
"701","Tb927.3.620"
"702","Tb927.3.620"
"703","Tb927.3.620"
"704","Tb927.3.620"
"705","Tb927.4.1900"
"706","Tb927.4.1900"
"707","Tb927.4.1900"
"708","Tb927.4.1900"
"709","Tb927.4.2030"
"710","Tb927.4.2030"
"711","Tb927.4.2030"
"712","Tb927.4.2030"
"713","Tb927.4.2040"
"714","Tb927.4.2040"
"715","Tb927.4.2040"
"716","Tb927.4.2040"
"717","Tb927.4.220"
"718","Tb927.4.220"
"719","Tb927.4.220"
"720","Tb927.4.220"
"721","Tb927.4.2310"
"722","Tb927.4.2310"
"723","Tb927.4.2310"
"724","Tb927.4.2310"
"725","Tb927.4.2560"
"726","Tb927.4.2560"
"727","Tb927.4.2560"
"728","Tb927.4.2560"
"729","Tb927.4.2630"
"730","Tb927.4.2630"
"731","Tb927.4.2630"
"732","Tb927.4.2630"
"733","Tb927.4.3150"
"734","Tb927.4.3150"
"735","Tb927.4.3150"
"736","Tb927.4.3150"
"737","Tb927.4.330"
"738","Tb927.4.330"
"739","Tb927.4.330"
"740","Tb927.4.330"
"741","Tb927.4.3430"
"742","Tb927.4.3430"
"743","Tb927.4.3430"
"744","Tb927.4.3430"
"745","Tb927.4.3520"
"746","Tb927.4.3520"
"747","Tb927.4.3520"
"748","Tb927.4.3520"
"749","Tb927.4.3590"
"750","Tb927.4.3590"
"751","Tb927.4.3590"
"752","Tb927.4.3590"
"753","Tb927.4.3840"
"754","Tb927.4.3840"
"755","Tb927.4.3840"
"756","Tb927.4.3840"
"757","Tb927.4.3850"
"758","Tb927.4.3850"
"759","Tb927.4.3850"
"760","Tb927.4.3850"
"761","Tb927.4.4030"
"762","Tb927.4.4030"
"763","Tb927.4.4030"
"764","Tb927.4.4030"
"765","Tb927.4.4650"
"766","Tb927.4.4650"
"767","Tb927.4.4650"
"768","Tb927.4.4650"
"769","Tb927.4.4710"
"770","Tb927.4.4710"
"771","Tb927.4.4710"
"772","Tb927.4.4710"
"773","Tb927.4.4910"
"774","Tb927.4.4910"
"775","Tb927.4.4910"
"776","Tb927.4.4910"
"777","Tb927.4.5100"
"778","Tb927.4.5100"
"779","Tb927.4.5100"
"780","Tb927.4.5100"
"781","Tb927.4.970"
"782","Tb927.4.970"
"783","Tb927.4.970"
"784","Tb927.4.970"
"785","Tb927.5.1150"
"786","Tb927.5.1150"
"787","Tb927.5.1150"
"788","Tb927.5.1150"
"789","Tb927.5.1460"
"790","Tb927.5.1460"
"791","Tb927.5.1460"
"792","Tb927.5.1460"
